sample,time,temp1,val1,val2,val3,
6549,28831.9965,23.562,+1.05906153E+01,1.05907673E+01,+2.05310000E-02,
6550,28836.3992,23.562,+1.05906161E+01,1.05907662E+01,+2.05310000E-02,
6551,28840.7984,23.539,+1.05906166E+01,1.05907674E+01,+2.05310000E-02,
6552,28845.1991,23.539,+1.05906162E+01,1.05907686E+01,+2.05310000E-02,
6553,28849.5997,23.539,+1.05906159E+01,1.05907678E+01,+2.05310000E-02,
6554,28854.0005,23.539,+1.05906160E+01,1.05907685E+01,+2.05310000E-02,
6555,28858.4015,23.539,+1.05906160E+01,1.05907686E+01,+2.05310000E-02,
6556,28862.8029,23.539,+1.05906171E+01,1.05907682E+01,+2.04000000E-02,
6557,28867.2044,23.539,+1.05906168E+01,1.05907659E+01,+2.05310000E-02,
6558,28871.6056,23.539,+1.05906174E+01,1.05907667E+01,+2.04000000E-02,
6559,28876.0066,23.531,+1.05906169E+01,1.05907692E+01,+2.05310000E-02,
6560,28880.4092,23.531,+1.05906163E+01,1.05907669E+01,+2.05310000E-02,
6561,28884.8120,23.531,+1.05906161E+01,1.05907670E+01,+2.05310000E-02,
6562,28889.2121,23.531,+1.05906167E+01,1.05907665E+01,+2.05310000E-02,
6563,28893.6130,23.547,+1.05906163E+01,1.05907680E+01,+2.05310000E-02,
6564,28898.0176,23.547,+1.05906168E+01,1.05907678E+01,+2.05310000E-02,
6565,28902.4149,23.547,+1.05906160E+01,1.05907668E+01,+2.05310000E-02,
6566,28906.8151,23.547,+1.05906175E+01,1.05907673E+01,+2.05310000E-02,
6567,28911.2153,23.539,+1.05906161E+01,1.05907658E+01,+2.05310000E-02,
6568,28915.6157,23.539,+1.05906161E+01,1.05907670E+01,+2.05310000E-02,
6569,28920.0165,23.539,+1.05906169E+01,1.05907678E+01,+2.05310000E-02,
6570,28924.4174,23.539,+1.05906171E+01,1.05907695E+01,+2.05310000E-02,
6571,28928.8171,23.547,+1.05906171E+01,1.05907684E+01,+2.05310000E-02,
6572,28933.2169,23.547,+1.05906169E+01,1.05907673E+01,+2.05310000E-02,
6573,28937.6164,23.547,+1.05906166E+01,1.05907658E+01,+2.05310000E-02,
6574,28942.0149,23.547,+1.05906166E+01,1.05907668E+01,+2.04000000E-02,
6575,28946.4136,23.555,+1.05906168E+01,1.05907666E+01,+2.04000000E-02,
6576,28950.8132,23.555,+1.05906171E+01,1.05907660E+01,+2.05310000E-02,
6577,28955.2166,23.555,+1.05906170E+01,1.05907666E+01,+2.05310000E-02,
6578,28959.6088,23.555,+1.05906172E+01,1.05907678E+01,+2.05310000E-02,
6579,28964.0065,23.539,+1.05906178E+01,1.05907665E+01,+2.05310000E-02,
6580,28968.4057,23.539,+1.05906179E+01,1.05907681E+01,+2.05310000E-02,
6581,28972.8037,23.539,+1.05906173E+01,1.05907686E+01,+2.05310000E-02,
6582,28977.2020,23.539,+1.05906174E+01,1.05907678E+01,+2.05310000E-02,
6583,28981.6004,23.531,+1.05906169E+01,1.05907678E+01,+2.05310000E-02,
6584,28985.9986,23.531,+1.05906160E+01,1.05907686E+01,+2.05310000E-02,
6585,28990.3969,23.531,+1.05906156E+01,1.05907677E+01,+2.05310000E-02,
6586,28994.7956,23.531,+1.05906158E+01,1.05907697E+01,+2.04000000E-02,
6587,28999.1940,23.539,+1.05906146E+01,1.05907694E+01,+2.05310000E-02,
6588,29003.5928,23.539,+1.05906145E+01,1.05907683E+01,+2.05310000E-02,
6589,29007.9920,23.539,+1.05906147E+01,1.05907661E+01,+2.05310000E-02,
6590,29012.3918,23.539,+1.05906153E+01,1.05907660E+01,+2.05310000E-02,
6591,29016.7920,23.531,+1.05906152E+01,1.05907637E+01,+2.05310000E-02,
6592,29021.1923,23.531,+1.05906146E+01,1.05907645E+01,+2.04000000E-02,
6593,29025.5924,23.531,+1.05906156E+01,1.05907650E+01,+2.05310000E-02,
6594,29029.9948,23.531,+1.05906147E+01,1.05907644E+01,+2.05310000E-02,
6595,29034.3931,23.531,+1.05906147E+01,1.05907632E+01,+2.05310000E-02,
6596,29038.7954,23.531,+1.05906151E+01,1.05907646E+01,+2.04000000E-02,
6597,29043.1923,23.531,+1.05906154E+01,1.05907662E+01,+2.04000000E-02,
6598,29047.5909,23.531,+1.05906131E+01,1.05907664E+01,+2.05310000E-02,
6599,29051.9899,23.523,+1.05906133E+01,1.05907652E+01,+2.05310000E-02,
6600,29056.3889,23.523,+1.05906140E+01,1.05907652E+01,+2.05310000E-02,
6601,29060.7875,23.523,+1.05906133E+01,1.05907664E+01,+2.05310000E-02,
6602,29065.1901,23.523,+1.05906126E+01,1.05907662E+01,+2.05310000E-02,
6603,29069.5849,23.523,+1.05906130E+01,1.05907675E+01,+2.05310000E-02,
6604,29073.9834,23.523,+1.05906129E+01,1.05907659E+01,+2.05310000E-02,
6605,29078.3823,23.523,+1.05906139E+01,1.05907679E+01,+2.05310000E-02,
6606,29082.7807,23.523,+1.05906141E+01,1.05907688E+01,+2.05310000E-02,
6607,29087.1788,23.531,+1.05906137E+01,1.05907676E+01,+2.05310000E-02,
6608,29091.5773,23.531,+1.05906137E+01,1.05907689E+01,+2.05310000E-02,
6609,29095.9760,23.531,+1.05906140E+01,1.05907683E+01,+2.05310000E-02,
6610,29100.3746,23.531,+1.05906133E+01,1.05907679E+01,+2.05310000E-02,
6611,29104.7734,23.523,+1.05906131E+01,1.05907685E+01,+2.05310000E-02,
6612,29109.1722,23.523,+1.05906132E+01,1.05907682E+01,+2.05310000E-02,
6613,29113.5728,23.523,+1.05906137E+01,1.05907691E+01,+2.04000000E-02,
6614,29117.9700,23.523,+1.05906143E+01,1.05907662E+01,+2.05310000E-02,
6615,29122.3694,23.523,+1.05906139E+01,1.05907671E+01,+2.05310000E-02,
6616,29126.7692,23.523,+1.05906144E+01,1.05907662E+01,+2.05310000E-02,
6617,29131.1691,23.523,+1.05906135E+01,1.05907653E+01,+2.05310000E-02,
6618,29135.5692,23.523,+1.05906144E+01,1.05907675E+01,+2.05310000E-02,
6619,29139.9706,23.531,+1.05906136E+01,1.05907681E+01,+2.05310000E-02,
6620,29144.3683,23.531,+1.05906142E+01,1.05907685E+01,+2.05310000E-02,
6621,29148.7678,23.531,+1.05906141E+01,1.05907669E+01,+2.05310000E-02,
6622,29153.1666,23.531,+1.05906139E+01,1.05907657E+01,+2.05310000E-02,
6623,29157.5666,23.531,+1.05906140E+01,1.05907643E+01,+2.05310000E-02,
6624,29161.9657,23.531,+1.05906141E+01,1.05907650E+01,+2.05310000E-02,
6625,29166.3648,23.531,+1.05906140E+01,1.05907652E+01,+2.05310000E-02,
6626,29170.7661,23.531,+1.05906136E+01,1.05907668E+01,+2.05310000E-02,
6627,29175.1712,23.523,+1.05906131E+01,1.05907664E+01,+2.05310000E-02,
6628,29179.5680,23.523,+1.05906130E+01,1.05907687E+01,+2.05310000E-02,
6629,29183.9606,23.523,+1.05906122E+01,1.05907652E+01,+2.05310000E-02,
6630,29188.3615,23.523,+1.05906126E+01,1.05907672E+01,+2.05310000E-02,
6631,29192.7553,23.516,+1.05906126E+01,1.05907671E+01,+2.05310000E-02,
6632,29197.1526,23.516,+1.05906127E+01,1.05907687E+01,+2.04000000E-02,
6633,29201.5502,23.516,+1.05906118E+01,1.05907685E+01,+2.05310000E-02,
6634,29205.9475,23.516,+1.05906129E+01,1.05907660E+01,+2.04000000E-02,
6635,29210.3451,23.523,+1.05906118E+01,1.05907678E+01,+2.04000000E-02,
6636,29214.7442,23.523,+1.05906127E+01,1.05907697E+01,+2.04000000E-02,
6637,29219.1528,23.523,+1.05906138E+01,1.05907667E+01,+2.05310000E-02,
6638,29223.5385,23.523,+1.05906133E+01,1.05907672E+01,+2.05310000E-02,
6639,29227.9364,23.523,+1.05906136E+01,1.05907683E+01,+2.05310000E-02,
6640,29232.3344,23.523,+1.05906133E+01,1.05907696E+01,+2.05310000E-02,
6641,29236.7330,23.523,+1.05906136E+01,1.05907691E+01,+2.04000000E-02,
6642,29241.1313,23.523,+1.05906130E+01,1.05907711E+01,+2.04000000E-02,
6643,29245.5308,23.523,+1.05906131E+01,1.05907705E+01,+2.05310000E-02,
6644,29249.9287,23.523,+1.05906127E+01,1.05907687E+01,+2.05310000E-02,
6645,29254.3272,23.523,+1.05906124E+01,1.05907707E+01,+2.05310000E-02,
6646,29258.7287,23.523,+1.05906129E+01,1.05907697E+01,+2.05310000E-02,
6647,29263.1309,23.531,+1.05906125E+01,1.05907686E+01,+2.05310000E-02,
6648,29267.5329,23.531,+1.05906128E+01,1.05907696E+01,+2.05310000E-02,
6649,29271.9290,23.531,+1.05906118E+01,1.05907686E+01,+2.05310000E-02,
6650,29276.3289,23.531,+1.05906122E+01,1.05907675E+01,+2.05310000E-02,
6651,29280.7287,23.539,+1.05906125E+01,1.05907693E+01,+2.05310000E-02,
6652,29285.1294,23.539,+1.05906125E+01,1.05907700E+01,+2.05310000E-02,
6653,29289.5297,23.539,+1.05906120E+01,1.05907720E+01,+2.05310000E-02,
6654,29293.9300,23.539,+1.05906122E+01,1.05907712E+01,+2.05310000E-02,
6655,29298.3328,23.531,+1.05906122E+01,1.05907712E+01,+2.05310000E-02,
6656,29302.7321,23.531,+1.05906119E+01,1.05907704E+01,+2.05310000E-02,
6657,29307.1366,23.531,+1.05906124E+01,1.05907738E+01,+2.05310000E-02,
6658,29311.5337,23.531,+1.05906122E+01,1.05907738E+01,+2.04000000E-02,
6659,29315.9353,23.547,+1.05906117E+01,1.05907715E+01,+2.05310000E-02,
6660,29320.3365,23.547,+1.05906116E+01,1.05907731E+01,+2.04000000E-02,
6661,29324.7386,23.547,+1.05906125E+01,1.05907721E+01,+2.05310000E-02,
6662,29329.1393,23.547,+1.05906117E+01,1.05907721E+01,+2.04000000E-02,
6663,29333.5404,23.539,+1.05906113E+01,1.05907703E+01,+2.05310000E-02,
6664,29337.9428,23.539,+1.05906113E+01,1.05907684E+01,+2.05310000E-02,
6665,29342.3426,23.539,+1.05906105E+01,1.05907701E+01,+2.05310000E-02,
6666,29346.7433,23.539,+1.05906110E+01,1.05907683E+01,+2.05310000E-02,
6667,29351.1436,23.539,+1.05906114E+01,1.05907671E+01,+2.05310000E-02,
6668,29355.5438,23.539,+1.05906115E+01,1.05907669E+01,+2.05310000E-02,
6669,29359.9439,23.539,+1.05906110E+01,1.05907658E+01,+2.05310000E-02,
6670,29364.3444,23.539,+1.05906100E+01,1.05907682E+01,+2.05310000E-02,
6671,29368.7452,23.531,+1.05906107E+01,1.05907671E+01,+2.05310000E-02,
6672,29373.1481,23.531,+1.05906107E+01,1.05907668E+01,+2.05310000E-02,
6673,29377.5463,23.531,+1.05906111E+01,1.05907696E+01,+2.05310000E-02,
6674,29381.9493,23.531,+1.05906112E+01,1.05907697E+01,+2.05310000E-02,
6675,29386.3465,23.531,+1.05906119E+01,1.05907671E+01,+2.04000000E-02,
6676,29390.7487,23.531,+1.05906133E+01,1.05907675E+01,+2.04000000E-02,
6677,29395.1501,23.531,+1.05906131E+01,1.05907684E+01,+2.05310000E-02,
6678,29399.5512,23.531,+1.05906122E+01,1.05907683E+01,+2.05310000E-02,
6679,29403.9524,23.516,+1.05906127E+01,1.05907683E+01,+2.05310000E-02,
6680,29408.3546,23.516,+1.05906127E+01,1.05907701E+01,+2.05310000E-02,
6681,29412.7548,23.516,+1.05906130E+01,1.05907698E+01,+2.05310000E-02,
6682,29417.1562,23.516,+1.05906117E+01,1.05907688E+01,+2.05310000E-02,
6683,29421.5574,23.523,+1.05906113E+01,1.05907698E+01,+2.05310000E-02,
6684,29425.9589,23.523,+1.05906115E+01,1.05907685E+01,+2.05310000E-02,
6685,29430.3605,23.523,+1.05906120E+01,1.05907687E+01,+2.04000000E-02,
6686,29434.7621,23.523,+1.05906129E+01,1.05907681E+01,+2.05310000E-02,
6687,29439.1650,23.523,+1.05906115E+01,1.05907668E+01,+2.05310000E-02,
6688,29443.5644,23.523,+1.05906118E+01,1.05907682E+01,+2.05310000E-02,
6689,29447.9680,23.523,+1.05906117E+01,1.05907666E+01,+2.05310000E-02,
6690,29452.3670,23.523,+1.05906116E+01,1.05907687E+01,+2.05310000E-02,
6691,29456.7649,23.516,+1.05906118E+01,1.05907692E+01,+2.05310000E-02,
6692,29461.1645,23.516,+1.05906122E+01,1.05907673E+01,+2.05310000E-02,
6693,29465.5644,23.516,+1.05906119E+01,1.05907693E+01,+2.04000000E-02,
6694,29469.9648,23.516,+1.05906120E+01,1.05907669E+01,+2.05310000E-02,
6695,29474.3655,23.508,+1.05906120E+01,1.05907678E+01,+2.04000000E-02,
6696,29478.7625,23.508,+1.05906120E+01,1.05907683E+01,+2.05310000E-02,
6697,29483.1616,23.508,+1.05906124E+01,1.05907677E+01,+2.04000000E-02,
6698,29487.5598,23.508,+1.05906129E+01,1.05907695E+01,+2.04000000E-02,
6699,29491.9586,23.500,+1.05906122E+01,1.05907704E+01,+2.05310000E-02,
6700,29496.3578,23.500,+1.05906118E+01,1.05907694E+01,+2.05310000E-02,
6701,29500.7566,23.500,+1.05906116E+01,1.05907669E+01,+2.05310000E-02,
6702,29505.1565,23.500,+1.05906113E+01,1.05907696E+01,+2.05310000E-02,
6703,29509.5576,23.500,+1.05906117E+01,1.05907664E+01,+2.05310000E-02,
6704,29513.9565,23.500,+1.05906115E+01,1.05907669E+01,+2.05310000E-02,
6705,29518.3551,23.500,+1.05906125E+01,1.05907675E+01,+2.04000000E-02,
6706,29522.7540,23.500,+1.05906133E+01,1.05907671E+01,+2.05310000E-02,
6707,29527.1523,23.500,+1.05906138E+01,1.05907664E+01,+2.05310000E-02,
6708,29531.5513,23.500,+1.05906138E+01,1.05907666E+01,+2.05310000E-02,
6709,29535.9479,23.500,+1.05906140E+01,1.05907677E+01,+2.04000000E-02,
6710,29540.3461,23.500,+1.05906135E+01,1.05907674E+01,+2.04000000E-02,
6711,29544.7438,23.516,+1.05906141E+01,1.05907683E+01,+2.04000000E-02,
6712,29549.1473,23.516,+1.05906141E+01,1.05907690E+01,+2.04000000E-02,
6713,29553.5418,23.516,+1.05906144E+01,1.05907699E+01,+2.05310000E-02,
6714,29557.9426,23.516,+1.05906128E+01,1.05907655E+01,+2.05310000E-02,
6715,29562.3437,23.516,+1.05906128E+01,1.05907663E+01,+2.04000000E-02,
6716,29566.7419,23.516,+1.05906129E+01,1.05907685E+01,+2.05310000E-02,
6717,29571.1428,23.516,+1.05906126E+01,1.05907680E+01,+2.04000000E-02,
6718,29575.5445,23.516,+1.05906130E+01,1.05907661E+01,+2.04000000E-02,
6719,29579.9503,23.523,+1.05906133E+01,1.05907678E+01,+2.04000000E-02,
6720,29584.3484,23.523,+1.05906130E+01,1.05907674E+01,+2.04000000E-02,
6721,29588.7499,23.523,+1.05906131E+01,1.05907681E+01,+2.04000000E-02,
6722,29593.1524,23.523,+1.05906137E+01,1.05907672E+01,+2.04000000E-02,
6723,29597.5532,23.516,+1.05906118E+01,1.05907668E+01,+2.05310000E-02,
6724,29601.9532,23.516,+1.05906132E+01,1.05907659E+01,+2.04000000E-02,
6725,29606.3535,23.516,+1.05906148E+01,1.05907664E+01,+2.04000000E-02,
6726,29610.7544,23.516,+1.05906146E+01,1.05907659E+01,+2.04000000E-02,
6727,29615.1583,23.516,+1.05906152E+01,1.05907656E+01,+2.04000000E-02,
6728,29619.5562,23.516,+1.05906151E+01,1.05907678E+01,+2.04000000E-02,
6729,29623.9578,23.516,+1.05906142E+01,1.05907662E+01,+2.04000000E-02,
6730,29628.3592,23.516,+1.05906153E+01,1.05907671E+01,+2.04000000E-02,
6731,29632.7613,23.523,+1.05906143E+01,1.05907695E+01,+2.04000000E-02,
6732,29637.1635,23.523,+1.05906145E+01,1.05907712E+01,+2.04000000E-02,
6733,29641.5660,23.523,+1.05906143E+01,1.05907710E+01,+2.05310000E-02,
6734,29645.9684,23.523,+1.05906141E+01,1.05907714E+01,+2.04000000E-02,
6735,29650.3712,23.531,+1.05906146E+01,1.05907736E+01,+2.05310000E-02,
6736,29654.7728,23.531,+1.05906148E+01,1.05907691E+01,+2.04000000E-02,
6737,29659.1752,23.531,+1.05906151E+01,1.05907746E+01,+2.05310000E-02,
6738,29663.5764,23.531,+1.05906144E+01,1.05907748E+01,+2.05310000E-02,
6739,29667.9777,23.523,+1.05906136E+01,1.05907750E+01,+2.04000000E-02,
6740,29672.3835,23.523,+1.05906144E+01,1.05907740E+01,+2.04000000E-02,
6741,29676.7802,23.523,+1.05906147E+01,1.05907737E+01,+2.04000000E-02,
6742,29681.1814,23.523,+1.05906146E+01,1.05907715E+01,+2.04000000E-02,
6743,29685.5989,23.523,+1.05906143E+01,1.05907733E+01,+2.04000000E-02,
6744,29689.9821,23.523,+1.05906144E+01,1.05907733E+01,+2.05310000E-02,
6745,29694.3816,23.523,+1.05906130E+01,1.05907739E+01,+2.04000000E-02,
6746,29698.7813,23.523,+1.05906136E+01,1.05907728E+01,+2.05310000E-02,
6747,29703.1812,23.516,+1.05906135E+01,1.05907733E+01,+2.05310000E-02,
6748,29707.5908,23.516,+1.05906137E+01,1.05907744E+01,+2.05310000E-02,
6749,29712.2622,23.516,+1.05906140E+01,1.05907741E+01,+2.05310000E-02,
6750,29716.3811,23.516,+1.05906148E+01,1.05907729E+01,+2.04000000E-02,
6751,29720.7809,23.516,+1.05906146E+01,1.05907753E+01,+2.05310000E-02,
6752,29725.1805,23.516,+1.05906147E+01,1.05907730E+01,+2.05310000E-02,
6753,29729.5801,23.516,+1.05906149E+01,1.05907713E+01,+2.05310000E-02,
6754,29733.9803,23.516,+1.05906145E+01,1.05907746E+01,+2.05310000E-02,
6755,29738.3795,23.500,+1.05906144E+01,1.05907756E+01,+2.05310000E-02,
6756,29742.7797,23.500,+1.05906148E+01,1.05907747E+01,+2.04000000E-02,
6757,29747.1813,23.500,+1.05906148E+01,1.05907728E+01,+2.05310000E-02,
6758,29751.5847,23.500,+1.05906148E+01,1.05907725E+01,+2.05310000E-02,
6759,29755.9840,23.508,+1.05906148E+01,1.05907723E+01,+2.05310000E-02,
6760,29760.3829,23.508,+1.05906149E+01,1.05907710E+01,+2.05310000E-02,
6761,29764.7865,23.508,+1.05906156E+01,1.05907705E+01,+2.05310000E-02,
6762,29769.1877,23.508,+1.05906152E+01,1.05907673E+01,+2.05310000E-02,
6763,29773.5878,23.516,+1.05906166E+01,1.05907676E+01,+2.05310000E-02,
6764,29777.9897,23.516,+1.05906159E+01,1.05907679E+01,+2.05310000E-02,
6765,29782.3931,23.516,+1.05906162E+01,1.05907677E+01,+2.05310000E-02,
6766,29786.7935,23.516,+1.05906163E+01,1.05907667E+01,+2.05310000E-02,
6767,29791.1898,23.508,+1.05906158E+01,1.05907680E+01,+2.05310000E-02,
6768,29795.5899,23.508,+1.05906167E+01,1.05907653E+01,+2.05310000E-02,
6769,29799.9904,23.508,+1.05906163E+01,1.05907668E+01,+2.05310000E-02,
6770,29804.3912,23.508,+1.05906157E+01,1.05907671E+01,+2.05310000E-02,
6771,29808.7921,23.500,+1.05906162E+01,1.05907655E+01,+2.04000000E-02,
6772,29813.1931,23.500,+1.05906163E+01,1.05907673E+01,+2.05310000E-02,
6773,29817.5945,23.500,+1.05906161E+01,1.05907648E+01,+2.05310000E-02,
6774,29821.9989,23.500,+1.05906155E+01,1.05907649E+01,+2.04000000E-02,
6775,29826.3973,23.500,+1.05906156E+01,1.05907650E+01,+2.05310000E-02,
6776,29830.7988,23.500,+1.05906163E+01,1.05907654E+01,+2.05310000E-02,
6777,29835.2001,23.500,+1.05906164E+01,1.05907660E+01,+2.05310000E-02,
6778,29839.6010,23.500,+1.05906162E+01,1.05907661E+01,+2.05310000E-02,
6779,29844.0019,23.492,+1.05906169E+01,1.05907672E+01,+2.04000000E-02,
6780,29848.4026,23.492,+1.05906167E+01,1.05907662E+01,+2.05310000E-02,
6781,29852.8053,23.492,+1.05906160E+01,1.05907665E+01,+2.05310000E-02,
6782,29857.2037,23.492,+1.05906155E+01,1.05907671E+01,+2.05310000E-02,
6783,29861.6035,23.500,+1.05906161E+01,1.05907679E+01,+2.05310000E-02,
6784,29866.0031,23.500,+1.05906152E+01,1.05907678E+01,+2.05310000E-02,
6785,29870.4022,23.500,+1.05906159E+01,1.05907679E+01,+2.05310000E-02,
6786,29874.8006,23.500,+1.05906153E+01,1.05907667E+01,+2.04000000E-02,
6787,29879.1990,23.508,+1.05906152E+01,1.05907668E+01,+2.04000000E-02,
6788,29883.5972,23.508,+1.05906145E+01,1.05907679E+01,+2.04000000E-02,
6789,29887.9956,23.508,+1.05906145E+01,1.05907704E+01,+2.05310000E-02,
6790,29892.3998,23.508,+1.05906146E+01,1.05907677E+01,+2.05310000E-02,
6791,29896.7934,23.508,+1.05906154E+01,1.05907689E+01,+2.05310000E-02,
6792,29901.1922,23.508,+1.05906159E+01,1.05907676E+01,+2.05310000E-02,
6793,29905.5910,23.508,+1.05906167E+01,1.05907649E+01,+2.05310000E-02,
6794,29909.9898,23.508,+1.05906156E+01,1.05907653E+01,+2.04000000E-02,
6795,29914.3885,23.508,+1.05906156E+01,1.05907664E+01,+2.05310000E-02,
6796,29918.7872,23.508,+1.05906157E+01,1.05907682E+01,+2.05310000E-02,
6797,29923.1860,23.508,+1.05906160E+01,1.05907668E+01,+2.05310000E-02,
6798,29927.5843,23.508,+1.05906153E+01,1.05907651E+01,+2.05310000E-02,
6799,29931.9831,23.500,+1.05906148E+01,1.05907655E+01,+2.05310000E-02,
6800,29936.3819,23.500,+1.05906152E+01,1.05907662E+01,+2.05310000E-02,
6801,29940.7813,23.500,+1.05906158E+01,1.05907675E+01,+2.05310000E-02,
6802,29945.1846,23.500,+1.05906159E+01,1.05907695E+01,+2.05310000E-02,
6803,29949.5833,23.500,+1.05906161E+01,1.05907699E+01,+2.05310000E-02,
6804,29953.9817,23.500,+1.05906155E+01,1.05907690E+01,+2.05310000E-02,
6805,29958.3840,23.500,+1.05906164E+01,1.05907700E+01,+2.05310000E-02,
6806,29962.7865,23.500,+1.05906167E+01,1.05907678E+01,+2.05310000E-02,
6807,29967.1867,23.500,+1.05906163E+01,1.05907682E+01,+2.05310000E-02,
6808,29971.5885,23.500,+1.05906159E+01,1.05907682E+01,+2.05310000E-02,
6809,29975.9900,23.500,+1.05906165E+01,1.05907677E+01,+2.05310000E-02,
6810,29980.3913,23.500,+1.05906152E+01,1.05907657E+01,+2.05310000E-02,
6811,29984.7921,23.500,+1.05906163E+01,1.05907665E+01,+2.04000000E-02,
6812,29989.1930,23.500,+1.05906160E+01,1.05907663E+01,+2.05310000E-02,
6813,29993.5943,23.500,+1.05906154E+01,1.05907671E+01,+2.05310000E-02,
6814,29997.9956,23.500,+1.05906152E+01,1.05907660E+01,+2.04000000E-02,
6815,30002.3992,23.492,+1.05906153E+01,1.05907679E+01,+2.05310000E-02,
6816,30006.7984,23.492,+1.05906145E+01,1.05907657E+01,+2.05310000E-02,
6817,30011.2033,23.492,+1.05906151E+01,1.05907667E+01,+2.04000000E-02,
6818,30015.5975,23.492,+1.05906143E+01,1.05907644E+01,+2.05310000E-02,
6819,30020.0013,23.500,+1.05906144E+01,1.05907641E+01,+2.05310000E-02,
6820,30024.4026,23.500,+1.05906150E+01,1.05907663E+01,+2.05310000E-02,
6821,30028.8031,23.500,+1.05906145E+01,1.05907670E+01,+2.05310000E-02,
6822,30033.2034,23.500,+1.05906138E+01,1.05907673E+01,+2.05310000E-02,
6823,30037.6034,23.484,+1.05906144E+01,1.05907665E+01,+2.05310000E-02,
6824,30042.0030,23.484,+1.05906143E+01,1.05907690E+01,+2.05310000E-02,
6825,30046.4022,23.484,+1.05906144E+01,1.05907677E+01,+2.05310000E-02,
6826,30050.8012,23.484,+1.05906143E+01,1.05907662E+01,+2.05310000E-02,
6827,30055.1999,23.477,+1.05906149E+01,1.05907663E+01,+2.04000000E-02,
6828,30059.5983,23.477,+1.05906151E+01,1.05907685E+01,+2.05310000E-02,
6829,30063.9966,23.477,+1.05906149E+01,1.05907672E+01,+2.04000000E-02,
6830,30068.3954,23.477,+1.05906145E+01,1.05907701E+01,+2.05310000E-02,
6831,30072.7939,23.477,+1.05906144E+01,1.05907712E+01,+2.05310000E-02,
6832,30077.1926,23.477,+1.05906142E+01,1.05907690E+01,+2.05310000E-02,
6833,30081.5907,23.477,+1.05906145E+01,1.05907694E+01,+2.05310000E-02,
6834,30085.9891,23.477,+1.05906155E+01,1.05907703E+01,+2.05310000E-02,
6835,30090.3877,23.484,+1.05906146E+01,1.05907716E+01,+2.05310000E-02,
6836,30094.7868,23.484,+1.05906152E+01,1.05907710E+01,+2.05310000E-02,
6837,30099.1884,23.484,+1.05906149E+01,1.05907721E+01,+2.04000000E-02,
6838,30103.5851,23.484,+1.05906157E+01,1.05907691E+01,+2.05310000E-02,
6839,30107.9848,23.492,+1.05906152E+01,1.05907697E+01,+2.05310000E-02,
6840,30112.3846,23.492,+1.05906152E+01,1.05907700E+01,+2.04000000E-02,
6841,30116.7861,23.492,+1.05906152E+01,1.05907686E+01,+2.05310000E-02,
6842,30121.1854,23.492,+1.05906158E+01,1.05907675E+01,+2.05310000E-02,
6843,30125.5862,23.492,+1.05906159E+01,1.05907693E+01,+2.05310000E-02,
6844,30129.9871,23.492,+1.05906155E+01,1.05907684E+01,+2.05310000E-02,
6845,30134.3882,23.492,+1.05906160E+01,1.05907667E+01,+2.05310000E-02,
6846,30138.7922,23.492,+1.05906156E+01,1.05907659E+01,+2.05310000E-02,
6847,30143.1917,23.492,+1.05906165E+01,1.05907675E+01,+2.05310000E-02,
6848,30147.5914,23.492,+1.05906155E+01,1.05907688E+01,+2.05310000E-02,
6849,30151.9922,23.492,+1.05906161E+01,1.05907658E+01,+2.05310000E-02,
6850,30156.3932,23.492,+1.05906156E+01,1.05907675E+01,+2.05310000E-02,
6851,30160.7938,23.508,+1.05906154E+01,1.05907678E+01,+2.04000000E-02,
6852,30165.1947,23.508,+1.05906160E+01,1.05907686E+01,+2.05310000E-02,
6853,30169.5966,23.508,+1.05906155E+01,1.05907694E+01,+2.05310000E-02,
6854,30173.9961,23.508,+1.05906164E+01,1.05907671E+01,+2.05310000E-02,
6855,30178.3940,23.508,+1.05906170E+01,1.05907686E+01,+2.05310000E-02,
6856,30182.7944,23.508,+1.05906170E+01,1.05907676E+01,+2.05310000E-02,
6857,30187.1981,23.508,+1.05906159E+01,1.05907665E+01,+2.05310000E-02,
6858,30191.5986,23.508,+1.05906162E+01,1.05907681E+01,+2.05310000E-02,
6859,30195.9991,23.516,+1.05906161E+01,1.05907679E+01,+2.05310000E-02,
6860,30200.4026,23.516,+1.05906161E+01,1.05907663E+01,+2.05310000E-02,
6861,30204.8008,23.516,+1.05906155E+01,1.05907670E+01,+2.05310000E-02,
6862,30209.2024,23.516,+1.05906156E+01,1.05907668E+01,+2.05310000E-02,
6863,30213.6073,23.508,+1.05906152E+01,1.05907683E+01,+2.05310000E-02,
6864,30218.0065,23.508,+1.05906154E+01,1.05907685E+01,+2.05310000E-02,
6865,30222.4085,23.508,+1.05906159E+01,1.05907685E+01,+2.05310000E-02,
6866,30226.8107,23.508,+1.05906154E+01,1.05907694E+01,+2.05310000E-02,
6867,30231.2124,23.492,+1.05906152E+01,1.05907699E+01,+2.05310000E-02,
6868,30235.6147,23.492,+1.05906154E+01,1.05907706E+01,+2.05310000E-02,
6869,30240.0176,23.492,+1.05906160E+01,1.05907694E+01,+2.05310000E-02,
6870,30244.4180,23.492,+1.05906152E+01,1.05907663E+01,+2.05310000E-02,
6871,30248.8197,23.500,+1.05906158E+01,1.05907678E+01,+2.05310000E-02,
6872,30253.2207,23.500,+1.05906156E+01,1.05907690E+01,+2.05310000E-02,
6873,30257.6215,23.500,+1.05906171E+01,1.05907696E+01,+2.05310000E-02,
